193.85,277.32,162.28,282.38,162.84,307.30,196.17,301.95
195.94,329.12,164.04,333.37,164.61,358.20,198.25,353.71
198.04,381.74,165.85,385.16,166.41,409.90,200.36,406.29
200.15,434.56,167.67,437.13,168.23,461.77,202.46,459.06
202.13,484.73,169.41,486.48,169.97,511.03,204.44,509.18
204.11,534.99,171.17,535.91,171.72,560.37,206.42,559.40
206.05,584.50,172.91,584.59,173.46,608.95,208.35,608.86
207.74,633.12,174.42,632.39,175.36,656.65,210.42,657.42
209.63,681.91,176.16,680.34,177.09,704.51,212.30,706.16
211.48,730.02,177.88,727.62,178.82,751.69,214.15,754.21
213.47,781.88,179.76,778.57,180.69,802.53,216.12,806.01
215.27,829.13,181.48,824.99,182.41,848.86,217.91,853.20
217.09,877.14,183.25,872.15,184.17,895.92,219.72,901.15
218.86,924.07,184.98,918.25,185.90,941.91,221.47,948.02
220.58,969.82,186.69,963.18,187.60,986.74,223.17,993.71
222.27,1015.33,188.39,1007.88,189.30,1031.34,224.85,1039.16
223.99,1061.80,190.15,1053.52,191.06,1076.87,226.55,1085.56
225.66,1107.00,191.87,1097.90,192.77,1121.14,228.20,1130.69
227.29,1151.69,193.59,1141.78,194.48,1164.92,229.82,1175.31
228.98,1198.13,195.38,1187.38,196.27,1210.40,231.49,1221.66
