181.34,71.93,101.43,82.54,102.84,145.43,183.86,129.70
190.21,141.44,106.21,148.58,108.50,209.80,190.53,199.59
190.37,207.39,108.46,211.29,110.61,271.55,191.93,265.45
197.28,272.43,113.83,277.94,116.06,337.03,199.34,331.41
200.78,337.27,117.07,339.69,119.94,397.16,203.51,395.56
204.63,400.19,120.07,400.20,122.38,456.25,205.68,457.37
206.96,463.22,123.45,460.08,125.80,515.72,208.31,519.06
208.30,524.17,127.00,520.12,128.31,575.63,210.28,580.98
210.57,585.26,128.64,579.74,129.52,634.18,212.59,641.69
211.75,646.23,132.13,639.13,134.41,693.61,212.81,701.57
