324.01,40.16,255.52,53.69,255.60,96.65,326.44,85.73
329.07,91.13,257.32,103.48,257.89,146.83,329.90,137.08
329.70,143.25,260.71,150.54,260.40,194.55,332.11,184.24
332.22,191.53,259.40,197.24,261.76,239.81,334.90,232.79
200.62,405.58,181.61,429.19,178.74,438.86,204.73,451.19
205.15,460.44,167.84,465.31,167.16,505.52,208.60,508.50
212.66,532.19,172.21,535.58,172.45,573.45,212.86,583.84
209.97,595.97,173.28,595.45,171.85,638.60,212.36,645.22
212.89,684.95,177.02,681.34,177.34,714.79,216.48,730.41
215.49,744.37,175.23,735.37,177.07,770.14,215.88,786.55
221.73,822.71,178.50,810.54,180.11,844.50,221.22,866.22
221.50,878.98,183.19,866.71,183.55,902.53,220.33,920.63
222.97,932.77,185.88,924.98,188.10,960.77,224.54,978.26
224.23,994.47,190.13,981.33,189.51,1013.64,228.53,1035.41
227.57,1093.54,191.41,1088.25,190.68,1122.44,229.36,1132.27
