120.43,31.37,97.85,38.71,98.56,64.27,121.14,56.93
124.80,238.16,101.90,242.31,103.02,265.84,125.92,261.69
128.83,282.28,105.01,286.21,105.65,308.94,129.46,305.01
129.67,326.15,106.15,328.74,107.06,350.97,130.58,348.39
133.65,369.98,109.86,372.05,110.89,394.31,134.68,392.24
135.76,412.22,112.14,414.13,113.11,435.21,136.73,433.30
136.91,454.59,113.68,455.18,114.35,475.69,137.58,475.10
137.82,496.08,114.84,495.85,115.85,515.84,138.83,516.08
139.43,536.71,116.61,536.20,117.34,557.10,140.15,557.60
140.73,577.13,117.78,575.79,118.77,596.54,141.73,597.87
142.23,617.24,119.14,615.36,119.65,636.62,142.74,638.50
143.25,661.17,120.80,658.96,121.78,679.07,144.23,681.28
145.19,699.47,122.51,697.00,123.26,717.84,145.94,720.31
146.63,738.48,123.91,735.94,124.51,756.56,147.23,759.10
147.50,778.40,125.16,774.81,125.92,794.48,148.26,798.07
149.34,818.24,126.87,813.45,127.41,832.92,149.88,837.71
150.42,856.62,128.29,851.57,128.78,870.92,150.91,875.98
150.76,894.63,129.40,889.77,130.17,908.27,151.53,913.13
151.78,932.98,130.23,926.62,130.67,945.46,152.22,951.83
152.50,969.92,131.43,962.84,131.61,982.07,152.69,989.15
151.74,1009.11,130.79,1004.08,131.26,1024.03,152.22,1029.06
