307.01,115.58,294.91,120.22,295.77,133.49,307.87,128.86
309.79,155.63,296.21,159.23,296.45,173.97,310.03,170.36
310.71,192.94,297.24,196.12,297.24,209.98,310.70,206.79
313.12,240.70,301.71,247.14,301.59,258.65,313.00,252.20
312.74,295.63,302.50,296.90,301.85,309.58,312.10,308.31
312.19,455.57,300.12,456.82,299.09,470.60,311.15,469.35
310.06,545.16,300.51,546.71,299.70,557.66,309.25,556.10
313.21,583.49,300.08,584.68,299.35,598.54,312.48,597.36
312.26,621.35,298.46,622.16,298.01,636.27,311.81,635.46
311.33,672.91,298.86,672.28,298.15,685.82,310.63,686.45
313.97,715.08,299.01,714.46,298.37,730.60,313.33,731.22
314.42,749.95,301.85,748.71,301.30,760.56,313.87,761.79
313.19,800.17,299.31,798.79,298.38,812.05,312.25,813.43
313.50,839.59,298.48,839.50,297.65,855.20,312.67,855.28
313.19,881.33,298.26,881.51,298.02,897.48,312.94,897.31
313.11,922.59,298.59,921.31,298.58,936.47,313.11,937.75
313.04,963.37,298.49,961.68,298.44,976.08,312.99,977.78
310.04,1006.01,298.59,1002.76,298.42,1013.23,309.87,1016.48
306.95,1116.32,298.89,1113.68,297.83,1122.10,305.89,1124.74
309.83,1162.44,296.12,1157.00,296.44,1170.18,310.15,1175.61
311.29,1214.07,298.10,1210.35,298.23,1223.55,311.42,1227.27
311.86,1238.89,298.12,1234.74,298.57,1248.29,312.30,1252.44
